1.714249110115642627e-02,1.101438882802811349e+03
4.590806053177070439e-02,1.167532536555332172e+03
3.790582133025297007e-02,9.660475798165272181e+02
1.410555726128991105e-02,9.206717916162100437e+02
4.956211011696087798e-02,1.027982060544428805e+03
1.536941548538317895e-02,1.068683469293407825e+03
4.351049573001700144e-02,1.050483902219081301e+03
3.353523630149236184e-02,1.087187650868022047e+03
3.926698525075753010e-02,1.196510354645795587e+03
4.395587050554748687e-02,1.006047797416665617e+03
1.814452510037923086e-02,1.191944660407504216e+03
3.456464986136037476e-02,1.018241470593667600e+03
2.164191561050594209e-02,1.091572218122058757e+03
3.639027584375260915e-02,9.739100676847272098e+02
1.314784886268569389e-02,1.116073700471786651e+03
1.036655426744373040e-02,1.044151294745658333e+03
3.979448178133962455e-02,9.084842645049332077e+02
1.473613149946753284e-02,8.903166471575627838e+02
4.218395239269824570e-02,8.099276142740044406e+02
3.543098189844134244e-02,8.847568319597722848e+02
4.441199788672003240e-02,8.322919087841025885e+02
1.925889964179226116e-02,1.156594571821754471e+03
4.027980484788461213e-02,9.168568396524133277e+02
2.654841636116304915e-02,8.989516967696099528e+02
4.504289792793768343e-02,1.149387947662884699e+03
3.205667666194948057e-02,9.419953740316339008e+02
2.534224386320003269e-02,1.171787748939373387e+03
2.092392105798779323e-02,1.009523137683406617e+03
2.335346879678209392e-02,1.098838777788246716e+03
3.726395579416349330e-02,8.020371076347698818e+02
4.671811608618159362e-02,9.327691479473321579e+02
2.385798328503795779e-02,8.138862280811874825e+02
4.085826602398962698e-02,1.108347713860502836e+03
4.824851735287122301e-02,1.024269015904554180e+03
4.695284228533595783e-02,8.700378940741053384e+02
1.260379459668826627e-02,8.670449643307842962e+02
4.154986229496952094e-02,9.912862263952248441e+02
2.475404945880928242e-02,1.176916599684691391e+03
3.420840024799279983e-02,1.185165469557643064e+03
1.681124852759674146e-02,8.792642912940145834e+02
3.049160627253266059e-02,8.485884098004962652e+02
3.613860599520463124e-02,8.429099550715264968e+02
1.952550375919983455e-02,9.586028087904029462e+02
2.241531584464319382e-02,1.035138102918907180e+03
3.842071275479239101e-02,8.277614227672702327e+02
1.598159256224643276e-02,9.811800136752999606e+02
2.009221290513837563e-02,8.506026006474004362e+02
3.162423440031649630e-02,1.074440943513169259e+03
2.963994662316194600e-02,8.589235838643668330e+02
2.722539981875930770e-02,1.056575984323013472e+03
1.766779158378850231e-02,9.044737035985774583e+02
4.763613572225455783e-02,1.136871028854445740e+03
3.115019148419698874e-02,1.123479869722512831e+03
1.223995955659182983e-02,1.039792206460110037e+03
2.888833511905949947e-02,1.156055899930558326e+03
4.307592261562230573e-02,9.518696381946461997e+02
2.624798876947288112e-02,9.939674927294199733e+02
4.893513917361798360e-02,9.866803410972347592e+02
1.185121907671392652e-02,1.125537585313814816e+03
3.269685124989282765e-02,1.081142566620112575e+03
2.758251717640620299e-02,8.248729682995943904e+02
2.274895998911975747e-02,9.296588032652455240e+02
2.832092818067220158e-02,1.138836850406969688e+03
1.117613516528663878e-02,9.448559257486949718e+02
